,Label,Time
5247,plane,0.0157
5248,frog,0.0146
5249,plane,0.0159
5250,ship,0.0145
5251,deer,0.0155
5252,plane,0.0158
5253,truck,0.0169
5254,plane,0.015
5255,horse,0.0152
5256,cat,0.0173
5257,bird,0.0152
5258,deer,0.0148
5259,dog,0.0157
5260,dog,0.0149
5261,dog,0.0169
5262,frog,0.0152
5263,frog,0.016
5264,plane,0.0155
5265,ship,0.0148
5266,horse,0.0173
5267,ship,0.0147
5268,horse,0.0152
5269,deer,0.0151
5270,dog,0.0162
5271,deer,0.0159
5272,horse,0.0152
5273,deer,0.0159
5274,ship,0.0153
5275,cat,0.0164
5276,dog,0.016
5277,deer,0.0172
5278,plane,0.0159
5279,truck,0.0172
5280,plane,0.0169
5281,bird,0.0146
5282,bird,0.0153
5283,bird,0.0144
5284,plane,0.0139
5285,dog,0.0146
5286,deer,0.0146
5287,plane,0.014
5288,truck,0.0151
5289,car,0.0146
5290,deer,0.0172
5291,deer,0.0146
5292,dog,0.0159
5293,dog,0.0156
5294,truck,0.0177
5295,plane,0.0153
5296,frog,0.0148
5297,horse,0.0152
5298,plane,0.0152
5299,frog,0.0151
5300,cat,0.017
5301,ship,0.0169
5302,ship,0.0146
5303,cat,0.0154
5304,deer,0.0167
5305,bird,0.0148
5306,dog,0.0158
5307,horse,0.0155
5308,deer,0.0147
5309,car,0.0147
5310,deer,0.0168
5311,horse,0.015
5312,cat,0.0153
5313,frog,0.0159
5314,car,0.0159
5315,car,0.0163
5316,dog,0.015
5317,frog,0.0146
5318,dog,0.0169
5319,deer,0.0159
5320,frog,0.0157
5321,plane,0.0151
5322,plane,0.0165
5323,bird,0.0165
5324,cat,0.0147
5325,bird,0.0152
5326,cat,0.0141
5327,ship,0.0167
5328,car,0.0169
5329,horse,0.0164
5330,frog,0.0138
5331,ship,0.015
5332,plane,0.0151
5333,dog,0.0147
5334,frog,0.0155
5335,cat,0.0158
5336,plane,0.0139
5337,frog,0.017
5338,frog,0.0158
5339,horse,0.0173
5340,bird,0.0164
5341,ship,0.017
5342,deer,0.0157
5343,deer,0.0173
5344,frog,0.0165
5345,car,0.0168
5346,car,0.0152
5347,truck,0.0152
5348,cat,0.0161
5349,car,0.0146
5350,horse,0.0167
5351,frog,0.0146
5352,bird,0.0171
5353,truck,0.0144
5354,cat,0.0168
5355,ship,0.0149
5356,car,0.0152
5357,ship,0.0152
5358,plane,0.0173
5359,bird,0.0169
5360,bird,0.0152
5361,horse,0.0174
5362,frog,0.0176
5363,dog,0.0143
5364,plane,0.015
5365,car,0.0149
5366,plane,0.0159
5367,dog,0.0152
5368,car,0.0167
5369,plane,0.0151
5370,horse,0.0149
5371,truck,0.0147
5372,bird,0.0154
5373,truck,0.0168
5374,truck,0.0156
5375,cat,0.0144
5376,deer,0.0146
5377,dog,0.0158
5378,dog,0.0157
5379,plane,0.0144
5380,plane,0.0156
5381,horse,0.0149
5382,cat,0.0159
5383,dog,0.017
5384,bird,0.0146
5385,bird,0.0162
5386,plane,0.0168
5387,deer,0.0152
5388,plane,0.0157
5389,cat,0.0169
5390,truck,0.0149
5391,deer,0.0139
5392,car,0.0153
5393,bird,0.0167
5394,cat,0.015
5395,ship,0.0148
5396,deer,0.0144
5397,plane,0.0164
5398,truck,0.0144
5399,horse,0.0139
5400,truck,0.0164
5401,frog,0.0157
5402,car,0.0167
5403,car,0.0149
5404,frog,0.0149
5405,plane,0.017
5406,car,0.0155
5407,frog,0.0151
5408,bird,0.0147
5409,plane,0.0178
5410,deer,0.016
5411,truck,0.017
5412,truck,0.0161
5413,truck,0.0153
5414,horse,0.0169
5415,truck,0.0168
5416,bird,0.0158
5417,car,0.0155
5418,cat,0.0137
5419,cat,0.0151
5420,horse,0.0166
5421,truck,0.0171
5422,frog,0.0157
5423,frog,0.0146
5424,horse,0.0156
5425,plane,0.0154
5426,ship,0.0158
5427,truck,0.0142
5428,horse,0.0152
5429,ship,0.0158
5430,car,0.0157
5431,cat,0.0155
5432,cat,0.014
5433,car,0.0166
5434,truck,0.0165
5435,truck,0.0148
5436,truck,0.0161
5437,truck,0.0158
5438,dog,0.0171
5439,deer,0.0149
5440,horse,0.0152
5441,deer,0.0162
5442,truck,0.0147
5443,truck,0.0151
5444,cat,0.0157
5445,car,0.0153
5446,horse,0.0169
5447,truck,0.0152
5448,frog,0.0142
5449,ship,0.0153
5450,frog,0.0171
5451,deer,0.015
5452,deer,0.0168
5453,car,0.0164
5454,truck,0.0149
5455,frog,0.0143
5456,deer,0.0139
5457,cat,0.0147
5458,truck,0.0148
5459,truck,0.0148
5460,truck,0.017
5461,dog,0.0173
5462,horse,0.0157
5463,bird,0.0154
5464,plane,0.0157
5465,frog,0.017
5466,truck,0.016
5467,bird,0.0169
5468,car,0.0167
5469,plane,0.0155
5470,plane,0.0167
5471,deer,0.0167
5472,car,0.0153
5473,car,0.0139
5474,plane,0.0149
5475,car,0.0149
5476,truck,0.0155
5477,ship,0.0156
5478,car,0.0157
5479,cat,0.0142
5480,frog,0.0154
5481,frog,0.0143
5482,car,0.0166
5483,plane,0.0151
5484,frog,0.0163
5485,car,0.0157
5486,ship,0.0161
5487,dog,0.0161
5488,deer,0.0164
5489,deer,0.0157
5490,horse,0.0169
5491,cat,0.017
5492,truck,0.0145
5493,bird,0.0149
5494,horse,0.0154
5495,truck,0.0149
5496,frog,0.0169
5497,frog,0.0149
5498,truck,0.015
5499,horse,0.0156
5500,cat,0.0154
5501,dog,0.0151
5502,ship,0.0147
5503,plane,0.0174
5504,car,0.0153
5505,frog,0.0169
5506,truck,0.0178
5507,frog,0.0157
5508,car,0.0145
5509,frog,0.0157
5510,horse,0.0152
5511,deer,0.0157
5512,bird,0.0167
5513,car,0.0165
5514,bird,0.0155
5515,plane,0.0158
5516,cat,0.015
5517,deer,0.0144
5518,plane,0.0149
5519,car,0.0172
5520,deer,0.0168
5521,ship,0.0157
5522,truck,0.015
5523,deer,0.0149
5524,frog,0.017
5525,truck,0.0162
5526,car,0.0145
5527,plane,0.0162
5528,truck,0.0152
5529,dog,0.0157
5530,cat,0.015
5531,bird,0.0143
5532,ship,0.0149
5533,plane,0.015
5534,dog,0.0165
5535,truck,0.0148
5536,deer,0.0152
5537,ship,0.0159
5538,dog,0.0153
5539,truck,0.0147
5540,truck,0.017
5541,dog,0.0157
5542,ship,0.0169
5543,truck,0.0168
5544,car,0.0157
5545,dog,0.0165
5546,truck,0.0157
5547,truck,0.0161
5548,cat,0.0154
5549,truck,0.015
5550,truck,0.0166
5551,dog,0.0171
5552,frog,0.0161
5553,ship,0.017
5554,plane,0.0158
5555,cat,0.015
5556,dog,0.0161
5557,horse,0.0145
5558,deer,0.0149
5559,horse,0.0157
5560,dog,0.0148
5561,car,0.0146
5562,ship,0.0153
5563,ship,0.0147
5564,horse,0.0154
5565,deer,0.0151
5566,cat,0.0168
5567,ship,0.0159
5568,dog,0.0157
5569,horse,0.0167
5570,plane,0.0157
5571,bird,0.0148
5572,horse,0.0148
5573,ship,0.0171
5574,deer,0.0165
5575,deer,0.0168
5576,cat,0.0155
5577,car,0.0162
5578,car,0.0158
5579,truck,0.0157
5580,deer,0.0152
5581,truck,0.0168
5582,truck,0.015
5583,plane,0.0163
5584,deer,0.015
5585,car,0.0162
5586,bird,0.0163
5587,dog,0.0155
5588,truck,0.0167
5589,truck,0.016
5590,car,0.016
5591,bird,0.0151
5592,deer,0.0169
5593,dog,0.0147
5594,car,0.0154
5595,deer,0.0147
5596,dog,0.0167
5597,truck,0.0151
5598,car,0.0146
5599,plane,0.0163
5600,deer,0.0157
5601,dog,0.0162
5602,bird,0.015
5603,car,0.0175
5604,plane,0.0168
5605,dog,0.0151
5606,dog,0.0144
5607,plane,0.0151
5608,frog,0.0158
5609,deer,0.0164
5610,truck,0.0143
5611,horse,0.0164
5612,truck,0.0159
5613,dog,0.0159
5614,truck,0.0155
5615,deer,0.0165
5616,truck,0.0167
5617,truck,0.0165
5618,deer,0.0152
5619,frog,0.0144
5620,ship,0.0146
5621,deer,0.0164
5622,dog,0.0168
5623,deer,0.0143
5624,bird,0.0149
5625,deer,0.0173
5626,frog,0.0152
5627,car,0.0159
5628,truck,0.0143
5629,truck,0.0152
5630,deer,0.0148
5631,car,0.0143
5632,deer,0.0156
5633,car,0.0155
5634,truck,0.0152
5635,dog,0.015
5636,deer,0.0151
5637,dog,0.0166
5638,cat,0.0165
5639,dog,0.0154
5640,frog,0.0156
5641,cat,0.016
5642,car,0.0161
5643,horse,0.0161
5644,frog,0.0156
5645,deer,0.0163
5646,frog,0.0163
5647,truck,0.0164
5648,cat,0.0161
5649,cat,0.0163
5650,bird,0.0152
5651,horse,0.0164
5652,frog,0.017
5653,cat,0.0173
5654,horse,0.0163
5655,frog,0.0142
5656,cat,0.0162
5657,bird,0.0159
5658,bird,0.0157
5659,horse,0.0184
5660,bird,0.0159
5661,truck,0.0161
5662,frog,0.0169
5663,cat,0.017
5664,frog,0.0162
5665,ship,0.0181
5666,truck,0.0154
5667,plane,0.0166
5668,dog,0.0165
5669,bird,0.0176
5670,deer,0.0143
5671,deer,0.0156
5672,plane,0.0173
5673,horse,0.0183
5674,cat,0.0163
5675,bird,0.0183
5676,plane,0.0187
5677,plane,0.0167
5678,dog,0.017
5679,plane,0.0184
5680,plane,0.0163
5681,dog,0.0163
5682,dog,0.0184
5683,truck,0.0178
5684,cat,0.0174
5685,plane,0.0173
5686,deer,0.0173
5687,frog,0.0163
5688,dog,0.0173
5689,dog,0.0165
5690,cat,0.0176
5691,dog,0.0175
5692,dog,0.0185
5693,ship,0.0181
5694,dog,0.0172
5695,ship,0.0172
5696,deer,0.0181
5697,frog,0.0184
5698,horse,0.0164
5699,plane,0.0184
5700,deer,0.0171
5701,plane,0.0175
5702,cat,0.0181
5703,dog,0.0185
5704,cat,0.0171
5705,truck,0.0161
5706,truck,0.0163
5707,bird,0.0152
5708,deer,0.0178
5709,deer,0.0163
5710,frog,0.0163
5711,dog,0.0154
5712,plane,0.0152
5713,frog,0.0156
5714,plane,0.0178
5715,dog,0.0155
5716,ship,0.0155
5717,deer,0.0179
5718,dog,0.0154
5719,dog,0.0154
5720,cat,0.0175
5721,dog,0.0166
5722,bird,0.0154
5723,cat,0.0159
5724,frog,0.0164
5725,plane,0.0185
5726,deer,0.0177
5727,deer,0.0162
5728,deer,0.018
5729,frog,0.0162
5730,cat,0.0163
5731,deer,0.0155
5732,bird,0.0172
5733,deer,0.0175
5734,cat,0.0175
5735,bird,0.0163
5736,plane,0.0179
5737,cat,0.0159
5738,dog,0.0149
5739,car,0.017
5740,deer,0.0154
5741,frog,0.0155
5742,plane,0.0163
5743,ship,0.016
5744,deer,0.0157
5745,plane,0.0156
5746,truck,0.0169
5747,deer,0.0159
5748,deer,0.0155
5749,bird,0.0171
5750,cat,0.0175
5751,bird,0.0164
5752,bird,0.0176
5753,dog,0.0178
5754,plane,0.0148
5755,bird,0.0162
5756,truck,0.0176
5757,horse,0.0161
5758,bird,0.0174
5759,deer,0.0154
5760,deer,0.0164
5761,deer,0.0153
5762,horse,0.0159
5763,bird,0.0154
5764,plane,0.0161
5765,ship,0.0149
5766,horse,0.0156
5767,cat,0.018
5768,bird,0.0168
5769,dog,0.0168
5770,truck,0.0167
5771,bird,0.0163
5772,plane,0.0159
5773,bird,0.0163
5774,ship,0.0163
5775,deer,0.016
5776,bird,0.0175
5777,deer,0.0163
5778,bird,0.016
5779,ship,0.0172
5780,frog,0.0176
5781,frog,0.0155
5782,truck,0.0186
5783,ship,0.0162
5784,frog,0.0161
5785,car,0.0167
5786,bird,0.0183
5787,plane,0.0169
5788,ship,0.0178
5789,frog,0.0162
5790,cat,0.0165
5791,bird,0.0163
5792,bird,0.0159
5793,frog,0.0171
5794,cat,0.0173
5795,car,0.0159
5796,ship,0.0175
5797,frog,0.0166
5798,frog,0.0178
5799,frog,0.0155
5800,plane,0.0175
5801,dog,0.0151
5802,frog,0.0163
5803,car,0.0169
5804,plane,0.0175
5805,horse,0.0178
5806,deer,0.0164
5807,ship,0.0169
5808,deer,0.0162
5809,cat,0.0157
5810,car,0.0164
5811,truck,0.0156
5812,cat,0.0165
5813,dog,0.0152
5814,truck,0.0159
5815,cat,0.0156
5816,dog,0.0155
5817,bird,0.0183
5818,dog,0.0169
5819,dog,0.0179
5820,ship,0.0156
5821,truck,0.0154
5822,frog,0.0172
5823,truck,0.0154
5824,horse,0.0162
5825,frog,0.0159
5826,car,0.0174
5827,dog,0.0168
5828,frog,0.015
5829,plane,0.0159
5830,plane,0.0155
5831,frog,0.0172
5832,frog,0.017
5833,deer,0.0157
5834,horse,0.0155
5835,dog,0.018
5836,horse,0.0163
5837,bird,0.0156
5838,truck,0.0168
5839,truck,0.0177
5840,plane,0.0158
5841,frog,0.0175
5842,cat,0.0179
5843,car,0.0155
5844,bird,0.0154
5845,ship,0.0173
5846,deer,0.0148
5847,deer,0.0168
5848,truck,0.0152
5849,horse,0.0163
5850,cat,0.0158
5851,horse,0.0154
5852,bird,0.0161
5853,cat,0.0177
5854,dog,0.0165
5855,dog,0.0152
5856,deer,0.0166
5857,deer,0.0163
5858,frog,0.017
5859,bird,0.0151
5860,plane,0.0155
5861,bird,0.0159
5862,horse,0.0166
5863,car,0.0155
5864,dog,0.0157
5865,deer,0.0149
5866,cat,0.0162
5867,plane,0.018
5868,deer,0.0175
5869,deer,0.0147
5870,deer,0.0149
5871,cat,0.0171
5872,dog,0.0157
5873,frog,0.0178
5874,deer,0.015
5875,cat,0.0179
5876,frog,0.0168
5877,plane,0.0178
5878,truck,0.018
5879,bird,0.0158
5880,dog,0.018
5881,dog,0.0159
5882,ship,0.0179
5883,cat,0.0155
5884,horse,0.0161
5885,ship,0.0167
5886,frog,0.0158
5887,plane,0.0147
5888,dog,0.0158
5889,frog,0.0158
5890,bird,0.0156
5891,bird,0.016
5892,bird,0.0157
5893,dog,0.0148
5894,cat,0.0163
5895,plane,0.0162
5896,dog,0.0171
5897,horse,0.0174
5898,plane,0.0186
5899,bird,0.0178
5900,horse,0.0174
5901,bird,0.0155
5902,bird,0.0154
5903,dog,0.0156
5904,dog,0.0154
5905,ship,0.0155
5906,bird,0.0152
5907,frog,0.0155
5908,dog,0.0152
5909,cat,0.0149
5910,plane,0.0165
5911,cat,0.0177
5912,horse,0.0158
5913,cat,0.0166
5914,horse,0.016
5915,deer,0.0181
5916,plane,0.0176
5917,bird,0.015
5918,cat,0.0181
5919,cat,0.0159
5920,cat,0.0161
5921,deer,0.0163
5922,frog,0.0173
5923,deer,0.0158
5924,dog,0.0154
5925,bird,0.0168
5926,frog,0.0156
5927,deer,0.0152
5928,dog,0.0162
5929,deer,0.0168
5930,cat,0.0182
5931,deer,0.0153
5932,dog,0.017
5933,cat,0.015
5934,dog,0.0155
5935,horse,0.0159
5936,bird,0.0182
5937,bird,0.0162
5938,bird,0.0156
5939,frog,0.0158
5940,plane,0.0153
5941,frog,0.015
5942,truck,0.0173
5943,car,0.0174
5944,bird,0.0157
5945,truck,0.0171
5946,dog,0.0158
5947,truck,0.0153
5948,plane,0.0144
5949,deer,0.0153
5950,dog,0.0147
5951,deer,0.015
5952,bird,0.0163
5953,cat,0.0162
5954,bird,0.0161
5955,frog,0.0169
5956,horse,0.0164
5957,truck,0.015
5958,dog,0.0152
5959,horse,0.0164
5960,deer,0.0167
5961,deer,0.0163
5962,frog,0.0157
5963,ship,0.0154
5964,truck,0.0156
5965,dog,0.0158
5966,car,0.0179
5967,cat,0.0172
5968,bird,0.0162
5969,truck,0.0155
5970,bird,0.0146
5971,frog,0.0169
5972,dog,0.0164
5973,car,0.0163
5974,horse,0.0165
5975,bird,0.0158
5976,deer,0.0152
5977,truck,0.0171
5978,ship,0.0156
5979,frog,0.0152
5980,deer,0.0158
5981,frog,0.0156
5982,horse,0.0163
5983,bird,0.017
5984,plane,0.0152
5985,deer,0.0166
5986,frog,0.0163
5987,cat,0.0152
5988,bird,0.0166
5989,horse,0.0175
5990,frog,0.0153
5991,horse,0.015
5992,dog,0.015
5993,truck,0.0163
5994,deer,0.0172
5995,cat,0.0159
5996,truck,0.015
5997,horse,0.0165
5998,car,0.0154
5999,ship,0.0176
6000,cat,0.0163
6001,deer,0.0159
6002,frog,0.0154
6003,deer,0.0175
6004,bird,0.0154
6005,deer,0.0176
6006,deer,0.0157
6007,bird,0.0172
6008,truck,0.0152
6009,deer,0.0163
6010,deer,0.0168
6011,deer,0.0172
6012,frog,0.016
6013,dog,0.0151
6014,horse,0.0175
6015,bird,0.0163
6016,cat,0.0148
6017,truck,0.017
6018,frog,0.0162
6019,horse,0.0159
6020,deer,0.015
6021,deer,0.0177
6022,frog,0.0155
6023,horse,0.0172
6024,frog,0.0163
6025,truck,0.0152
6026,plane,0.0159
6027,bird,0.0148
6028,bird,0.0169
6029,bird,0.0155
6030,cat,0.0158
6031,truck,0.0165
6032,frog,0.0158
6033,plane,0.0156
6034,cat,0.0158
6035,frog,0.0156
6036,deer,0.0169
6037,horse,0.0173
6038,dog,0.0155
6039,truck,0.0157
6040,plane,0.0148
6041,dog,0.0171
6042,dog,0.0161
6043,truck,0.0186
6044,deer,0.0166
6045,bird,0.0171
6046,cat,0.0171
6047,horse,0.0165
6048,deer,0.0171
6049,truck,0.0167
6050,cat,0.0171
6051,cat,0.0154
6052,bird,0.0153
6053,truck,0.0174
6054,dog,0.0154
6055,cat,0.0156
6056,bird,0.0178
6057,deer,0.015
6058,deer,0.0162
6059,dog,0.015
6060,horse,0.0158
6061,deer,0.0161
6062,ship,0.0168
6063,bird,0.0165
6064,truck,0.016
6065,car,0.0154
6066,horse,0.015
6067,cat,0.0167
6068,ship,0.0153
6069,plane,0.0176
6070,plane,0.0153
6071,cat,0.0154
6072,plane,0.0158
6073,bird,0.0157
6074,bird,0.0153
6075,car,0.0155
6076,dog,0.0154
6077,deer,0.0156
6078,bird,0.0162
6079,dog,0.0146
6080,dog,0.0143
6081,ship,0.017
6082,deer,0.0148
6083,deer,0.016
6084,truck,0.0155
6085,bird,0.0153
6086,ship,0.0158
6087,plane,0.0163
6088,dog,0.0157
6089,deer,0.0172
6090,deer,0.0157
6091,truck,0.0175
6092,cat,0.0147
6093,cat,0.0149
6094,dog,0.0154
6095,dog,0.0161
6096,bird,0.0147
6097,cat,0.018
6098,frog,0.0162
6099,truck,0.0163
6100,truck,0.0151
6101,cat,0.0173
6102,plane,0.0156
6103,bird,0.0171
6104,truck,0.0176
6105,cat,0.0167
6106,cat,0.016
6107,cat,0.0159
6108,dog,0.0171
6109,deer,0.0173
6110,ship,0.0154
6111,bird,0.0149
6112,cat,0.0152
6113,horse,0.0153
6114,frog,0.0171
6115,horse,0.0157
6116,ship,0.017
6117,bird,0.016
6118,deer,0.0152
6119,dog,0.017
6120,plane,0.0178
6121,bird,0.0175
6122,truck,0.0153
6123,cat,0.0161
6124,truck,0.0157
6125,bird,0.0159
6126,deer,0.0146
6127,dog,0.0157
6128,bird,0.0152
6129,frog,0.0155
6130,plane,0.0146
6131,bird,0.016
6132,horse,0.0169
6133,horse,0.0152
6134,dog,0.0157
6135,plane,0.0158
6136,frog,0.0172
6137,deer,0.0177
6138,frog,0.0156
6139,dog,0.016
6140,truck,0.0155
6141,bird,0.0164
6142,bird,0.0163
6143,deer,0.0155
6144,deer,0.0156
6145,cat,0.0159
6146,dog,0.0168
6147,bird,0.0145
6148,ship,0.0153
6149,bird,0.0175
6150,frog,0.0167
6151,dog,0.0177
6152,deer,0.0172
6153,horse,0.0177
6154,deer,0.0174
6155,cat,0.0169
6156,frog,0.0185
6157,deer,0.0183
6158,plane,0.018
6159,dog,0.0167
6160,plane,0.0159
6161,plane,0.0168
6162,horse,0.017
6163,cat,0.017
6164,horse,0.0167
6165,deer,0.0162
6166,bird,0.0169
6167,cat,0.0182
6168,deer,0.0163
6169,frog,0.0175
6170,deer,0.0172
6171,frog,0.0154
6172,plane,0.0171
6173,deer,0.0154
6174,truck,0.0161
6175,deer,0.0169
6176,cat,0.0168
6177,dog,0.0157
6178,deer,0.016
6179,cat,0.0167
6180,bird,0.0154
6181,bird,0.0172
6182,horse,0.0154
6183,car,0.016
6184,bird,0.0149
6185,deer,0.0156
6186,truck,0.016
6187,frog,0.0165
6188,bird,0.0165
6189,deer,0.0153
6190,bird,0.0167
6191,car,0.0154
6192,bird,0.0174
6193,ship,0.0154
6194,deer,0.0153
6195,car,0.0173
6196,dog,0.0156
6197,frog,0.0166
6198,dog,0.0169
6199,bird,0.0182
6200,bird,0.018
6201,frog,0.016
6202,horse,0.0155
6203,bird,0.0162
6204,ship,0.0171
6205,bird,0.0161
6206,dog,0.0159
6207,ship,0.0164
6208,plane,0.0172
6209,frog,0.0175
6210,cat,0.0151
6211,deer,0.0161
6212,plane,0.0169
6213,horse,0.0164
6214,frog,0.0156
6215,bird,0.0182
6216,plane,0.0157
6217,frog,0.0176
6218,horse,0.0168
6219,deer,0.016
6220,plane,0.017
6221,bird,0.0182
6222,deer,0.0172
6223,deer,0.0165
6224,plane,0.0156
6225,deer,0.0151
6226,plane,0.0177
6227,bird,0.0162
6228,car,0.0177
6229,plane,0.0185
6230,car,0.0153
6231,cat,0.018
6232,frog,0.0169
6233,dog,0.0164
6234,deer,0.0173
6235,plane,0.015
6236,deer,0.017
6237,ship,0.0181
6238,bird,0.0179
6239,cat,0.0174
6240,deer,0.0163
6241,horse,0.0155
6242,horse,0.0181
6243,bird,0.0171
6244,frog,0.0159
6245,dog,0.0163
6246,bird,0.0177
6247,frog,0.0158
6248,horse,0.0153
6249,cat,0.0157
6250,horse,0.0158
6251,bird,0.0159
6252,ship,0.0158
6253,bird,0.0175
6254,plane,0.0159
6255,cat,0.016
6256,cat,0.0154
6257,frog,0.0172
6258,frog,0.0174
6259,deer,0.0174
6260,bird,0.0173
6261,bird,0.0158
6262,horse,0.0167
6263,truck,0.0156
6264,deer,0.0158
6265,dog,0.0163
6266,plane,0.0185
6267,deer,0.0154
6268,plane,0.0155
6269,truck,0.0161
6270,horse,0.0159
6271,truck,0.0155
6272,deer,0.0161
6273,cat,0.0147
6274,deer,0.0177
6275,dog,0.0154
6276,ship,0.0153
6277,bird,0.0157
6278,bird,0.0178
6279,truck,0.0176
6280,bird,0.0158
6281,cat,0.0159
6282,plane,0.0169
6283,dog,0.0163
6284,cat,0.0163
6285,frog,0.0168
6286,frog,0.0143
6287,frog,0.0165
6288,ship,0.0156
6289,deer,0.015
6290,deer,0.0178
6291,horse,0.0165
6292,dog,0.0164
6293,deer,0.0171
6294,horse,0.0172
6295,bird,0.0163
6296,deer,0.0177
6297,bird,0.0174
6298,horse,0.0173
6299,cat,0.0173
6300,frog,0.0174
6301,horse,0.0168
6302,truck,0.0172
6303,deer,0.0163
6304,bird,0.017
6305,horse,0.0173
6306,frog,0.0175
6307,bird,0.0168
6308,horse,0.0165
6309,deer,0.0166
6310,truck,0.0181
6311,car,0.0167
6312,frog,0.0165
6313,deer,0.0174
6314,dog,0.0173
6315,frog,0.0166
6316,frog,0.0158
6317,frog,0.0161
6318,frog,0.0169
6319,horse,0.0177
6320,cat,0.0148
6321,deer,0.0173
6322,truck,0.0153
6323,deer,0.0163
6324,bird,0.0156
6325,dog,0.0157
6326,cat,0.0156
6327,bird,0.0144
6328,deer,0.016
6329,dog,0.016
6330,cat,0.0177
6331,ship,0.0147
6332,horse,0.0154
6333,bird,0.0161
6334,bird,0.0175
6335,cat,0.0149
6336,dog,0.0148
6337,car,0.0155
6338,dog,0.0151
6339,plane,0.0154
6340,cat,0.0177
6341,dog,0.0162
6342,frog,0.017
6343,plane,0.0159
6344,frog,0.0156
6345,bird,0.0168
6346,deer,0.0157
6347,horse,0.0168
6348,deer,0.0159
6349,cat,0.0164
6350,bird,0.0154
6351,bird,0.0171
6352,dog,0.0172
6353,car,0.0165
6354,frog,0.0146
6355,ship,0.0163
6356,cat,0.0155
6357,deer,0.0157
6358,ship,0.0154
6359,deer,0.0164
6360,truck,0.0157
6361,truck,0.0154
6362,horse,0.0177
6363,frog,0.0168
6364,frog,0.0168
6365,dog,0.0157
6366,bird,0.0153
6367,truck,0.0155
6368,ship,0.0177
6369,frog,0.0151
6370,frog,0.0167
6371,frog,0.017
6372,frog,0.0167
6373,plane,0.017
6374,cat,0.0151
6375,horse,0.0157
6376,bird,0.0171
6377,dog,0.0161
6378,horse,0.0154
6379,deer,0.0161
6380,dog,0.0179
6381,deer,0.0159
6382,ship,0.0177
6383,horse,0.0146
6384,car,0.0174
6385,deer,0.0158
6386,deer,0.0154
6387,deer,0.0158
6388,bird,0.0158
6389,bird,0.0154
6390,deer,0.0161
6391,truck,0.0171
6392,deer,0.0144
6393,horse,0.0175
6394,frog,0.015
6395,dog,0.0176
6396,horse,0.0158
6397,plane,0.016
6398,dog,0.0152
6399,deer,0.0159
6400,deer,0.016
6401,horse,0.0172
6402,bird,0.0172
6403,truck,0.0158
6404,frog,0.0163
6405,cat,0.0153
6406,cat,0.0174
6407,ship,0.0146
6408,bird,0.0155
6409,deer,0.0144
6410,frog,0.0154
6411,cat,0.0156
6412,dog,0.0155
6413,frog,0.0168
6414,dog,0.0153
6415,deer,0.0181
6416,deer,0.0155
6417,deer,0.0154
6418,plane,0.0158
6419,deer,0.0154
6420,bird,0.0171
6421,deer,0.0163
6422,cat,0.0149
6423,deer,0.0163
6424,horse,0.0148
6425,frog,0.0164
6426,car,0.0148
6427,car,0.0175
6428,dog,0.0165
6429,dog,0.0155
6430,dog,0.0155
6431,truck,0.0175
6432,deer,0.0156
6433,frog,0.0169
6434,truck,0.0165
6435,frog,0.0163
6436,deer,0.0169
6437,plane,0.0168
6438,deer,0.0153
6439,car,0.0157
6440,truck,0.0174
6441,cat,0.0162
6442,bird,0.0178
6443,dog,0.0169
6444,dog,0.0168
6445,cat,0.0161
6446,deer,0.0158
6447,bird,0.0175
6448,deer,0.0156
6449,bird,0.0163
6450,deer,0.0175
6451,plane,0.0173
6452,deer,0.0156
6453,horse,0.0166
6454,plane,0.0149
6455,cat,0.0155
6456,dog,0.0161
6457,deer,0.0167
6458,plane,0.0158
6459,bird,0.0162
6460,frog,0.0161
6461,bird,0.0163
6462,dog,0.0173
6463,frog,0.0175
6464,frog,0.0174
6465,bird,0.0177
6466,frog,0.016
6467,deer,0.0173
6468,frog,0.016
6469,ship,0.0149
6470,deer,0.0151
6471,horse,0.0174
6472,bird,0.0158
6473,cat,0.0172
6474,deer,0.0161
6475,truck,0.015
6476,bird,0.0156
6477,dog,0.0154
6478,plane,0.016
6479,dog,0.0156
6480,bird,0.0175
6481,horse,0.0168
6482,frog,0.0186
6483,horse,0.0154
6484,frog,0.0173
6485,frog,0.0168
6486,truck,0.018
6487,dog,0.0181
6488,deer,0.0154
6489,dog,0.0163
6490,frog,0.0159
6491,deer,0.0169
6492,deer,0.0159
6493,deer,0.0158
6494,bird,0.0169
6495,truck,0.0151
6496,cat,0.0176
6497,ship,0.0171
6498,deer,0.0159
6499,cat,0.0163
6500,frog,0.0163
6501,dog,0.015
6502,truck,0.016
6503,dog,0.0153
6504,cat,0.0155
6505,cat,0.0154
6506,truck,0.0171
6507,ship,0.0172
6508,deer,0.0146
6509,cat,0.0164
6510,horse,0.0153
6511,deer,0.015
6512,truck,0.0178
6513,dog,0.0156
6514,plane,0.0153
6515,plane,0.0147
6516,frog,0.0161
6517,ship,0.0154
6518,deer,0.0162
6519,bird,0.0176
6520,bird,0.0175
6521,cat,0.0177
6522,deer,0.0179
6523,bird,0.015
6524,dog,0.0159
6525,truck,0.015
6526,plane,0.0157
6527,deer,0.0161
6528,truck,0.0157
6529,deer,0.017
6530,dog,0.0174
6531,plane,0.0166
6532,bird,0.0157
6533,car,0.0165
6534,cat,0.017
6535,truck,0.0155
